Facility ID,State,Clinical Outcomes Score,Person and Community Engagement Score, Safety Score,Efficiency and Cost Reduction Score,TPS
490052,VA,28,35,34,0,24.25
490053,VA,24,20,62,0,26.5
490057,VA,40,27,58,30,38.75
490059,VA,52,23,64,0,34.75
490060,VA,17.5,36,30,40,30.875
490063,VA,56,34,34,0,31
490066,VA,62,35,32,50,44.75
490067,VA,48,14,62,0,31
490069,VA,42,25,28,0,23.75
490075,VA,64,9,36,0,27.25
490077,VA,48,34,44,50,44
490084,VA,42,63,,40,48.33333333
490088,VA,16.66666667,14,,60,30.22222222
490089,VA,3.333333333,32,,80,38.44444444
490090,VA,62,15,80,20,44.25
490092,VA,27.5,14,,90,43.83333333
490093,VA,46,32,56,40,43.5
490098,VA,37.5,26,45,50,39.625
490101,VA,70,43,42,30,46.25
490107,VA,46,26,74,10,39
490110,VA,52,35,37.5,40,41.125
490111,VA,42,19,60,10,32.75
490112,VA,32,17,40,0,22.25
490113,VA,60,16,32,30,34.5
490114,VA,0,36,35,80,37.75
490115,VA,22.5,11,60,0,23.375
490116,VA,22,38,,0,20
490118,VA,62,27,44,0,33.25
490119,VA,58,36,30,50,43.5
490120,VA,62,15,50,40,41.75
490122,VA,70,53,52.5,20,48.875
490126,VA,50,44,,0,31.33333333
490127,VA,33.33333333,64,,10,35.77777778
490130,VA,24,44,,60,42.66666667
490136,VA,36,27,56,0,29.75
490140,VA,50,24,3.333333333,50,31.83333333
490141,VA,34,21,57.5,10,30.625
490143,VA,34,36,,40,36.66666667
490144,VA,3.333333333,25,50,0,19.58333333
490145,VA,43.33333333,26,,70,46.44444444
500002,WA,46,32,62.5,50,47.625
500003,WA,26,21,12,60,29.75
500005,WA,74,57,66,30,56.75
500007,WA,36,51,,60,49
500008,WA,52,63,14,10,34.75
500011,WA,22,16,46,60,36
500014,WA,28,25,50,40,35.75
500015,WA,32,9,64,10,28.75
500016,WA,46,42,30,50,42
500019,WA,26,26,80,60,48
500021,WA,42,14,62.5,80,49.625
500024,WA,26,17,28,70,35.25
500025,WA,35,21,50,10,29
500026,WA,46,10,58,30,36
500027,WA,74,15,42,40,42.75
500030,WA,38,24,36,40,34.5
500031,WA,38,14,56.66666667,0,27.16666667
500033,WA,58,17,,100,58.33333333
500036,WA,22,15,32,60,32.25
500037,WA,30,25,,70,41.66666667
500039,WA,24,14,42,30,27.5
500041,WA,20,22,8,50,25
500044,WA,20,17,56,0,23.25
500050,WA,38,23,44,50,38.75
500051,WA,32,23,44,40,34.75
500053,WA,38,15,20,20,23.25
500054,WA,50,21,62,0,33.25
500058,WA,50,28,18,40,34
500060,WA,35,38,50,0,30.75
500064,WA,50,18,12,0,20
500072,WA,36,38,47.5,70,47.875
500077,WA,20,17,40,10,21.75
500079,WA,20,20,46,50,34
500084,WA,27.5,16,,0,14.5
500088,WA,32,25,16,60,33.25
500108,WA,60,19,48,10,34.25
500119,WA,26,28,57.5,30,35.375
500124,WA,36,33,16,40,31.25
500129,WA,44,22,26,40,33
500141,WA,44,13,32,40,32.25
500150,WA,46,58,52,100,64
500151,WA,44,27,88,50,52.25
500152,WA,50,27,40,30,36.75
510001,WV,38,16,30,0,21
510002,WV,54,23,60,0,34.25
510006,WV,62,20,60,30,43
510007,WV,60,20,16,0,24
510008,WV,30,13,30,50,30.75
510012,WV,46,28,,60,44.66666667
510013,WV,28,25,,10,21
510022,WV,38,17,4,0,14.75
510023,WV,64,21,40,0,31.25
510024,WV,56,40,36,0,33
510029,WV,54,18,12,20,26
510030,WV,50,23,35,80,47
510038,WV,54,54,,80,62.66666667
510046,WV,32,31,60,0,30.75
510047,WV,42.5,23,,10,25.16666667
510048,WV,85,20,35,40,45
510050,WV,6,17,32,0,13.75
510055,WV,50,39,30,0,29.75
510058,WV,40,24,18,10,23
510062,WV,24,18,75,0,29.25
510070,WV,20,9,60,0,22.25
510071,WV,46,27,20,0,23.25
520002,WI,54,37,50,90,57.75
520004,WI,46,57,48,50,50.25
520008,WI,46,33,54,0,33.25
520009,WI,22,55,16,50,35.75
520011,WI,45,59,85,40,57.25
520013,WI,38,32,58,0,32
520017,WI,30,76,,60,55.33333333
520019,WI,44,28,,90,54
520021,WI,14,25,38,0,19.25
520027,WI,58,19,54,40,42.75
520028,WI,52,81,65,60,64.5
520030,WI,32,28,40,50,37.5
520033,WI,30,60,20,80,47.5
520034,WI,50,53,,70,57.66666667
520035,WI,46,55,63.33333333,50,53.58333333
520037,WI,44,27,8,0,19.75
520038,WI,27.5,77,,50,51.5
520041,WI,32.5,32,,70,44.83333333
520044,WI,27.5,22,,60,36.5
520045,WI,44,20,46,30,35
520049,WI,48,54,68,20,47.5
520051,WI,47.5,15,42,20,31.125
520057,WI,20,75,,90,61.66666667
520059,WI,36,23,0,40,24.75
520062,WI,54,34,,30,39.33333333
520063,WI,35,38,100,10,45.75
520066,WI,32,47,66,20,41.25
520070,WI,64,37,34,20,38.75
520071,WI,42.5,57,,60,53.16666667
520075,WI,44,38,36,10,32
520076,WI,25,48,,50,41
520078,WI,22.5,28,20,30,25.125
520083,WI,58,41,20,30,37.25
520087,WI,32,72,24,10,34.5
520088,WI,18,40,40,40,34.5
520089,WI,74,39,38,40,47.75
520091,WI,50,43,,70,54.33333333
520095,WI,32.5,100,,70,67.5
520096,WI,12,21,48,10,22.75
520097,WI,38,26,16.66666667,40,30.16666667
520098,WI,56,48,34,30,42
520100,WI,24,20,77.5,10,32.875
520102,WI,58,59,15,10,35.5
520103,WI,72,39,40,30,45.25
520107,WI,32,21,,20,24.33333333
520109,WI,30,50,,40,40
520113,WI,50,64,70,60,61
520116,WI,32.5,49,,50,43.83333333
520136,WI,28,31,8,40,26.75
520138,WI,52,38,28,0,29.5
520139,WI,34,31,22,10,24.25
520160,WI,30,23,24,30,26.75
520177,WI,62.5,40,44,20,41.625
520189,WI,46,58,30,10,36
520193,WI,36,67,38,30,42.75
520198,WI,30,69,42.5,20,40.375
520202,WI,58,27,62.5,30,44.375
520206,WI,30,52,37.5,30,37.375
520207,WI,36,76,40,40,48
520208,WI,57.5,51,,10,39.5
520210,WI,,38,50,30,39.33333333
530002,WY,50,40,,50,46.66666667
530006,WY,52,38,,70,53.33333333
530008,WY,10,15,,60,28.33333333
530011,WY,43.33333333,26,,40,36.44444444
530012,WY,32,25,74,0,32.75
530014,WY,44,27,14,0,21.25
530015,WY,47.5,82,,90,73.16666667
530025,WY,15,58,,70,47.66666667
530032,WY,17.5,41,,50,36.16666667
670004,TX,27.5,61,,0,29.5
670023,TX,34,47,30,0,27.75
670025,TX,63.33333333,77,35,10,46.33333333
670031,TX,50,18,53.33333333,20,35.33333333
670034,TX,30,43,24,0,24.25
670041,TX,38,22,20,10,22.5
670043,TX,26,27,57.5,0,27.625
670044,TX,65,28,50,20,40.75
670047,TX,64,18,52,30,41
670053,TX,42,33,56.66666667,0,32.91666667
670055,TX,44,28,24,0,24
670056,TX,40,29,68,0,34.25
670060,TX,32,17,67.5,30,36.625
670068,TX,42.5,43,40,20,36.375
670071,TX,80,58,100,40,69.5
670075,TX,50,21,40,0,27.75
670077,TX,66,30,26,0,30.5
670078,TX,60,74,,100,78
670080,TX,58,35,70,40,50.75
670082,TX,62,19,56,0,34.25
670085,TX,72,36,72.5,20,50.125
670088,TX,52,39,22,20,33.25
670098,TX,28,40,35,20,30.75
670103,TX,35,55,50,20,40
670106,TX,13.33333333,41,,0,18.11111111
670108,TX,55,61,,20,45.33333333
670120,TX,40,20,93.33333333,10,40.83333333
670122,TX,64,28,72,0,41
